throat.PC1_loser,throat.PC2_loser,throat.PC3_loser,frontleg.PC1_loser,frontleg.PC2_loser,frontleg.PC3_loser,badge.PC1_loser,badge.PC2_loser,badge.PC3_loser,badge.size_loser,testosterone_loser,SVL_loser,head.length_loser,head.width_loser,head.height_loser,condition_loser,repro.tactic_loser,throat.PC1_winner,throat.PC2_winner,throat.PC3_winner,frontleg.PC1_winner,frontleg.PC2_winner,frontleg.PC3_winner,badge.PC1_winner,badge.PC2_winner,badge.PC3_winner,badge.size_winner,testosterone_winner,SVL_winner,head.length_winner,head.width_winner,head.height_winner,condition_winner,repro.tactic_winner,label
-0.193057146,-1.972390857,-3.324718257,-4.214,0.384,2.126,9.783,2.151,4.831,282.279,2931.4,-3.84415584415585,0.101000081,-0.945457302,0.539033499,0.420854363,0,2.68369581,1.895069585,1.825650174,-3.076,3.456,4.506,-4.356,5.347,1.614,241.827,3184.2,4.15584415584415,-0.243959215,-0.166608393,0.528282929,-0.826963937,1,-1
-0.193057146,-1.972390857,-3.324718257,-4.214,0.384,2.126,9.783,2.151,4.831,282.279,2931.4,-3.84415584415585,0.101000081,-0.945457302,0.539033499,0.420854363,0,0.0,0.0,0.0,-4.194,-2.179,7.878,-4.623,-1.102,3.716,333.858,2542.4,-0.84415584415585,-1.488359655,-0.729638961,0.860002035,0.265422501,1,-1
-3.673053484,4.991664018,-3.829866082,13.853,2.078,-1.766,9.852,0.518,-2.561,300.195,947.2,1.15584415584415,0.005400521,0.437573266,-0.232685607,0.528467926,0,2.68369581,1.895069585,1.825650174,-3.076,3.456,4.506,-4.356,5.347,1.614,241.827,3184.2,4.15584415584415,-0.243959215,-0.166608393,0.528282929,-0.826963937,1,-1
-3.673053484,4.991664018,-3.829866082,13.853,2.078,-1.766,9.852,0.518,-2.561,300.195,947.2,1.15584415584415,0.005400521,0.437573266,-0.232685607,0.528467926,0,-4.030651827,2.388136634,2.938527824,4.459,0.842,-4.58,3.74,4.407,-3.599,280.822,2516.2,-0.84415584415585,-0.368359655,0.330361039,-1.899997965,-0.334577499,0,-1
8.606836123,-7.065216166,-0.459528323,-4.597,-1.433,-0.841,1.26,-3.083,0.647,255.196,2950.0,0.15584415584415,-0.191479567,-0.181032848,0.853658214,1.346945213,0,-5.899212528,-2.963924986,1.905127233,3.743,3.209,0.411,-7.297,2.51,-3.5,250.216,1945.38,0.15584415584415,-0.051479567,0.368967152,0.073658214,-0.353054787,1,-1
0.281404414,-6.955328584,-0.529916405,0.804,0.2,0.899,0.115,-2.729,-2.605,318.887,2275.08,1.15584415584415,-0.034599479,-0.522426734,0.757314393,0.128467926,0,2.68369581,1.895069585,1.825650174,-3.076,3.456,4.506,-4.356,5.347,1.614,241.827,3184.2,4.15584415584415,-0.243959215,-0.166608393,0.528282929,-0.826963937,1,-1
-1.209351659,-2.935742687,0.422460609,-1.052,3.112,0.247,-9.221,1.118,-1.374,307.521,0.0,2.15584415584415,-0.007719391,0.16617938,-0.269029429,-0.090009362,0,6.717557758,-2.161471503,-1.141560552,-2.758,-0.212,2.773,-7.041,1.288,2.125,372.988,2893.8,3.15584415584415,-0.360839303,-0.235214507,0.60462675,-0.208486649,1,-1
-6.808795324,-0.774148486,-1.029213262,7.296,4.169,6.104,-4.442,0.735,-2.045,272.235,2013.8,-2.84415584415585,-0.392119831,-0.776851189,0.382689678,-0.197622924,0,-12.83617729,-0.361459311,-2.16390259,3.805,7.88,-4.494,4.727,4.46,-4.386,282.032,2027.4,-2.84415584415585,-0.522119831,-0.736851189,0.372689678,0.002377076,0,-1
1.833433789,-0.148148207,1.247748499,-3.362771084,-0.726350885,-3.042736775,-3.161768005,5.384423362,-7.047831168,268.164,2092.2,-0.84415584415585,-0.518359655,0.590361039,-0.639997965,-0.734577499,0,7.422644012,1.498171185,0.951424493,8.567,10.785,0.935,3.778,-6.568,3.245,259.166,2793.4,4.15584415584415,0.136040785,-0.016608393,0.798282929,-0.026963937,1,-1
1.833433789,-0.148148207,1.247748499,-3.362771084,-0.726350885,-3.042736775,-3.161768005,5.384423362,-7.047831168,268.164,2092.2,-0.84415584415585,-0.518359655,0.590361039,-0.639997965,-0.734577499,0,-2.05910354,0.419164622,1.473700644,4.71903575,-3.459392972,-3.099917082,3.903475624,-4.793611076,-1.652781825,333.858,0.0,2.15584415584415,-0.517719391,-0.81382062,-0.889029429,-0.890009362,1,-1
-8.739861234,-1.380403455,0.600855482,4.412,0.606,-5.557,-3.763,2.499,-3.977,308.777,0.0,2.15584415584415,0.212280609,0.52617938,0.410970571,1.009990638,0,2.324596588,-0.387589202,2.896781097,-6.556,-0.946,3.483,-10.485,4.734,0.073,287.779,3192.4,6.15584415584415,-0.070199039,0.870603834,-0.664404713,0.136081488,1,-1
13.53791243,-3.078549985,-4.643190252,8.954704192,11.83563573,8.117130691,0.0,0.0,0.0,333.059,1761.12,0.15584415584415,-0.061479567,0.258967152,-1.006341786,0.646945213,0,2.68369581,1.895069585,1.825650174,-3.076,3.456,4.506,-4.356,5.347,1.614,241.827,3184.2,4.15584415584415,-0.243959215,-0.166608393,0.528282929,-0.826963937,1,-1
13.53791243,-3.078549985,-4.643190252,8.954704192,11.83563573,8.117130691,0.0,0.0,0.0,333.059,1761.12,0.15584415584415,-0.061479567,0.258967152,-1.006341786,0.646945213,0,6.717557758,-2.161471503,-1.141560552,-2.758,-0.212,2.773,-7.041,1.288,2.125,372.988,2893.8,3.15584415584415,-0.360839303,-0.235214507,0.60462675,-0.208486649,1,-1
13.53791243,-3.078549985,-4.643190252,8.954704192,11.83563573,8.117130691,0.0,0.0,0.0,333.059,1761.12,0.15584415584415,-0.061479567,0.258967152,-1.006341786,0.646945213,0,-10.18443785,-1.828680457,-1.174233792,-2.303,0.359,4.121,0.964,-2.042,-1.507,271.873,676.64,-1.84415584415585,0.224760257,1.811754925,-0.603654144,0.083899788,1,-1
13.53791243,-3.078549985,-4.643190252,8.954704192,11.83563573,8.117130691,0.0,0.0,0.0,333.059,1761.12,0.15584415584415,-0.061479567,0.258967152,-1.006341786,0.646945213,0,-5.899212528,-2.963924986,1.905127233,3.743,3.209,0.411,-7.297,2.51,-3.5,250.216,1945.38,0.15584415584415,-0.051479567,0.368967152,0.073658214,-0.353054787,1,-1
3.76381915,4.498986742,-0.275450092,-0.24,1.351,-4.319,-0.347,-3.737,1.988,223.907,3048.6,-1.84415584415585,-0.505239743,0.161754925,-0.443654144,-0.716100212,1,2.324596588,-0.387589202,2.896781097,-6.556,-0.946,3.483,-10.485,4.734,0.073,287.779,3192.4,6.15584415584415,-0.070199039,0.870603834,-0.664404713,0.136081488,1,-1
-2.05910354,0.419164622,1.473700644,4.71903575,-3.459392972,-3.099917082,3.903475624,-4.793611076,-1.652781825,333.858,0.0,2.15584415584415,-0.517719391,-0.81382062,-0.889029429,-0.890009362,1,2.68369581,1.895069585,1.825650174,-3.076,3.456,4.506,-4.356,5.347,1.614,241.827,3184.2,4.15584415584415,-0.243959215,-0.166608393,0.528282929,-0.826963937,1,-1
-4.030651827,2.388136634,2.938527824,4.459,0.842,-4.58,3.74,4.407,-3.599,280.822,2516.2,-0.84415584415585,-0.368359655,0.330361039,-1.899997965,-0.334577499,0,-2.05910354,0.419164622,1.473700644,4.71903575,-3.459392972,-3.099917082,3.903475624,-4.793611076,-1.652781825,333.858,0.0,2.15584415584415,-0.517719391,-0.81382062,-0.889029429,-0.890009362,1,-1
-1.743326146,1.359868257,-0.610353861,2.535,-1.508,1.941,3.144,-1.002,4.703,308.248,3198.0,2.15584415584415,0.062280609,-1.20382062,0.320970571,-0.090009362,0,7.422644012,1.498171185,0.951424493,8.567,10.785,0.935,3.778,-6.568,3.245,259.166,2793.4,4.15584415584415,0.136040785,-0.016608393,0.798282929,-0.026963937,1,-1
2.859732156,-5.244052981,0.417345789,-5.248,5.056,-5.143,-7.046,-0.836,-0.685,242.772,2975.4,3.15584415584415,0.369160697,0.334785493,-0.16537325,-0.008486649,1,11.48238665,-11.46662849,3.768418704,1.97,-1.153,2.098,4.524,-0.364,0.731,331.1,1736.52,6.15584415584415,-0.070199039,0.550603834,-1.184404713,-0.563918512,1,-1
2.859732156,-5.244052981,0.417345789,-5.248,5.056,-5.143,-7.046,-0.836,-0.685,242.772,2975.4,3.15584415584415,0.369160697,0.334785493,-0.16537325,-0.008486649,1,-5.899212528,-2.963924986,1.905127233,3.743,3.209,0.411,-7.297,2.51,-3.5,250.216,1945.38,0.15584415584415,-0.051479567,0.368967152,0.073658214,-0.353054787,1,-1
2.322814696,2.06648458,3.673802971,3.719,-5.623,5.577,7.911,-0.386,-1.462,386.495,860.04,2.15584415584415,0.542280609,-0.06382062,0.360970571,-0.090009362,1,-1.1621682,1.066431242,3.215203432,0.806,-2.859,3.524,-5.32,-1.46,-1.842,225.12,1758.3,1.15584415584415,-0.044599479,-0.142426734,0.917314393,-0.071532074,1,-1
2.322814696,2.06648458,3.673802971,3.719,-5.623,5.577,7.911,-0.386,-1.462,386.495,860.04,2.15584415584415,0.542280609,-0.06382062,0.360970571,-0.090009362,1,6.717557758,-2.161471503,-1.141560552,-2.758,-0.212,2.773,-7.041,1.288,2.125,372.988,2893.8,3.15584415584415,-0.360839303,-0.235214507,0.60462675,-0.208486649,1,-1
2.322814696,2.06648458,3.673802971,3.719,-5.623,5.577,7.911,-0.386,-1.462,386.495,860.04,2.15584415584415,0.542280609,-0.06382062,0.360970571,-0.090009362,1,-4.030651827,2.388136634,2.938527824,4.459,0.842,-4.58,3.74,4.407,-3.599,280.822,2516.2,-0.84415584415585,-0.368359655,0.330361039,-1.899997965,-0.334577499,0,-1
13.23777115,-1.926645605,-2.30261504,-0.106,-0.916,5.158,-3.589,0.674,-1.027,282.279,3192.6,-1.84415584415585,-0.105239743,-0.708245075,0.096345856,-0.416100212,0,-4.030651827,2.388136634,2.938527824,4.459,0.842,-4.58,3.74,4.407,-3.599,280.822,2516.2,-0.84415584415585,-0.368359655,0.330361039,-1.899997965,-0.334577499,0,-1
-4.746258174,0.910328363,-6.10185439,5.594,8.303,0.801,7.873,-1.177,-3.721,263.164,915.2,3.15584415584415,-0.620839303,-0.125214507,-0.81537325,0.091513351,0,1.434858351,-3.792817574,1.778471523,1.422,-4.275,4.15,-4.02,2.382,3.697,331.157,0.0,-0.84415584415585,0.791640345,1.180361039,0.980002035,2.465422501,0,-1
-4.746258174,0.910328363,-6.10185439,5.594,8.303,0.801,7.873,-1.177,-3.721,263.164,915.2,3.15584415584415,-0.620839303,-0.125214507,-0.81537325,0.091513351,0,0.0,0.0,0.0,-4.194,-2.179,7.878,-4.623,-1.102,3.716,333.858,2542.4,-0.84415584415585,-1.488359655,-0.729638961,0.860002035,0.265422501,1,-1
-8.482599254,2.977916106,1.686242476,-1.424,-6.531,3.119,-6.652,-1.02,-0.865,300.195,3183.2,0.15584415584415,0.308520433,0.718967152,-0.976341786,-0.153054787,0,6.717557758,-2.161471503,-1.141560552,-2.758,-0.212,2.773,-7.041,1.288,2.125,372.988,2893.8,3.15584415584415,-0.360839303,-0.235214507,0.60462675,-0.208486649,1,-1
-8.482599254,2.977916106,1.686242476,-1.424,-6.531,3.119,-6.652,-1.02,-0.865,300.195,3183.2,0.15584415584415,0.308520433,0.718967152,-0.976341786,-0.153054787,0,-8.111613285,0.347797241,-1.506195123,3.327,-2.74,2.736,8.373,-3.227,-0.34,327.769,3127.6,-0.84415584415585,0.531640345,-0.469638961,0.530002035,1.465422501,0,-1
